listed_date,order_book_id
2016-01-22,002238.XSHE
2016-01-22,002679.XSHE
2016-01-22,002768.XSHE
2016-01-22,300317.XSHE
2016-01-22,300479.XSHE
2016-01-22,600778.XSHG
2016-01-22,002624.XSHE
2016-01-22,002722.XSHE
2016-01-22,601101.XSHG
2016-01-22,000892.XSHE
2016-01-22,600610.XSHG
2016-01-22,002502.XSHE
2016-01-22,600734.XSHG
2016-01-22,002306.XSHE
2016-01-22,300141.XSHE
2016-01-22,002558.XSHE
2016-01-22,600207.XSHG
2016-01-22,002189.XSHE
2016-01-22,600165.XSHG
2016-01-22,300449.XSHE
2016-01-22,002416.XSHE
2016-01-22,300093.XSHE
2016-01-22,000795.XSHE
2016-01-22,300466.XSHE
2016-01-22,002781.XSHE
2016-01-22,600235.XSHG
2016-01-22,603866.XSHG
2016-01-22,000780.XSHE
2016-01-22,000547.XSHE
2016-01-22,002687.XSHE
2016-01-22,600806.XSHG
2016-01-22,000717.XSHE
2016-01-22,002711.XSHE
2016-01-22,600843.XSHG
2016-01-22,603399.XSHG
2016-01-22,600876.XSHG
2016-01-25,600793.XSHG
2016-01-25,600818.XSHG
2016-01-25,002313.XSHE
2016-01-25,002527.XSHE
2016-01-25,600710.XSHG
2016-01-25,603025.XSHG
2016-01-25,600532.XSHG
2016-01-25,600261.XSHG
2016-01-25,002355.XSHE
2016-01-25,600658.XSHG
2016-01-25,002381.XSHE
2016-01-25,600774.XSHG
2016-01-25,300326.XSHE
2016-01-25,002699.XSHE
2016-01-25,600568.XSHG
2016-01-25,000911.XSHE
2016-01-25,002222.XSHE
2016-01-25,603996.XSHG
2016-01-25,600689.XSHG
2016-01-25,000815.XSHE
2016-01-25,600444.XSHG
2016-01-25,000020.XSHE
2016-01-25,600590.XSHG
2016-01-25,600136.XSHG
2016-01-25,002371.XSHE
2016-01-25,002616.XSHE
2016-01-25,000798.XSHE
2016-01-25,300083.XSHE
2016-01-25,300364.XSHE
2016-01-25,002119.XSHE
2016-01-25,000851.XSHE
2016-01-25,002785.XSHE
2016-01-25,601558.XSHG
2016-01-25,600898.XSHG
2016-01-25,000932.XSHE
2016-01-25,002746.XSHE
2016-01-25,600393.XSHG
2016-01-25,002679.XSHE
2016-01-25,002624.XSHE
2016-01-25,002722.XSHE
2016-01-25,300425.XSHE
2016-01-25,002037.XSHE
2016-01-25,000810.XSHE
2016-01-25,600097.XSHG
2016-01-25,600279.XSHG
2016-01-25,002640.XSHE
2016-01-25,600213.XSHG
2016-01-25,300191.XSHE
2016-01-25,002127.XSHE
2016-01-25,002243.XSHE
2016-01-25,300091.XSHE
2016-01-25,002514.XSHE
2016-01-25,002634.XSHE
2016-01-25,600207.XSHG
2016-01-25,300456.XSHE
2016-01-25,002189.XSHE
2016-01-25,300023.XSHE
2016-01-25,603008.XSHG
2016-01-25,002292.XSHE
2016-01-25,600707.XSHG
2016-01-25,300250.XSHE
2016-01-25,002416.XSHE
2016-01-25,300443.XSHE
2016-01-25,600866.XSHG
2016-01-25,002458.XSHE
2016-01-25,600604.XSHG
2016-01-25,601177.XSHG
2016-01-25,000938.XSHE
2016-01-25,601233.XSHG
2016-01-25,600806.XSHG
2016-01-25,600785.XSHG
2016-01-25,600720.XSHG
2016-01-25,600449.XSHG
2016-01-26,600710.XSHG
2016-01-26,002336.XSHE
2016-01-26,002624.XSHE
2016-01-26,002645.XSHE
2016-01-26,600252.XSHG
2016-01-26,603126.XSHG
2016-01-26,600623.XSHG
